Id,Emotion,Sentence
3396,Disgust,bạn đặt câu hỏi với mục đích không cần câu trả lời thì thôi mình không nói chuyện
3397,Fear,"tao sợ chó lắm ."""
3398,Other,"đấm liên tục vào mồm , không trượt phát nào ..."
3399,Enjoyment,"per nếu có khi nào thấy bản thân vô dụng hay là thất bại , thì hãy nhớ có những người chế tạo ra mấy cái của nợ này . =))"
3400,Other,per ai bày mày thiết kế thế này hả ???
3401,Sadness,gd năm nay chán
3402,Enjoyment,em chờ được mà 🙂
3403,Disgust,thanh niên thích chơi nổi nhưng nói ngọng :vậy
3404,Enjoyment,sau khi xem ảnh này xong tôi quyết định ... mua honda :v
3405,Enjoyment,tao cừi tao ỉa 🤣🤣🤣
3406,Enjoyment,per tuổi thơ của mềnh đi học là lúc nào bạn tao cũng ngồi trên và khi nào múa giờ ra chơi cũng múa chung với mềnh 😅😅😅
3407,Other,thấy không có gì hấp dẫn
3408,Other,chẳng bao giờ thấy sai
3409,Enjoyment,per bài tủ 1 thời =))
3410,Surprise,hồi xưa đã có giày sục mõm cá sấu rồi cơ à ??
3411,Enjoyment,chỉ mong ở cái độ tuổi ấy chúng ta còn được như vậy
3412,Disgust,trong luật có khung hình phạt xử bắn không ... ghê tởm
3413,Surprise,nhanh thật . đã bắt được rồi
3414,Disgust,"lên kiểm tra phòng thấy dơ quá thì x10 x20 lên cho nó trả lòi lồn , lần sau nó không làm nữa việc chi không kiểm tra phòng giờ gào thét , nhiều phòng nó phạt nặng vụ bánh kem , rồi bình xịt xà phồng các kiểu , ghi tổn thất đồ trong phòng đền gấp đôi ."
3415,Other,rải đinh nhiều thật
3416,Other,nếu yêu anh ! em sẽ hỏi ý kiến anh về mọi việc .
3417,Enjoyment,giữ mãi lòng nhân ái các em nhé ! tấm lòng các em đẹp biết bao .
3418,Other,hình như chính là cái nhà thờ đó đó
3419,Disgust,"sao nghiệt ngã vậy :'( đề nghị bắt luôn con mụ tri hô vớ vẩn , phá vỡ hạnh phúc 1 gia đình"
3420,Enjoyment,bình yên thật
3421,Enjoyment,quan trọng là có con đồng nghiệp đầy khẩu nghiệp yến đặng 🤣🤣🤣
3422,Other,"ở việt nam một số người không giàu đơn thuần , tiền của họ không biết từ đâu ra nên khi lập sân sau họ có thể chơi trò này ."
3423,Fear,má tao coi mà cứ sợ nó bay ra 😌😌
3424,Anger,đù mé nó ... bơi nhiều quá não rớt mẹ xuống hồ rồi hay gì mấy thằng chó
3425,Other,chân ngắn sao đi đây ta ?
3426,Sadness,mẹ mắng lúc sáng sớm là xui cả ngày :(
3427,Sadness,per mã mẹ biết hôm qua quay video sớm hơn ự
3428,Disgust,"dân trí thấp , trẻ trâu , trai làng 🙂"
3429,Disgust,tự dưng cụt con mẹ nó 1 tay trong 66 năm 😂 chả để làm đéo gì . nhìn bẩn bựa vkl 😂
3430,Disgust,nhện đéo bằng thằng lằn đâu :)) dume kinhh tởm vll :((
3431,Disgust,địt mẹ 2 thằng bạn lol
3432,Enjoyment,đùa ... cảnh sát việt nam tài thật . vụ gì cũng bắt trong 48 giờ
3433,Enjoyment,xem chỉ đợi đến đọan nó ngã để cười :))))
3434,Disgust,per đồ ảo tưởng
3435,Other,đó là lý do tao chỉ muốn điện thoại là phương tiện liên lạc . không phảu phương tiện chứa đựng bí mật
3436,Other,"gia đình và tình yêu , để thay đổi mọi thứ"
3437,Fear,"hồi lớp 1 đú theo lũ bạn về học nấu . thế là cơm sống , sợ quá vùi gạo trong đống tro"
3438,Enjoyment,năm ngoái là hôm hai chị em chuẩn bị làm mứt tết ... cũng không nhó có gato với họ không ... năm nay thì khác .... vẫn cô đơn nhưng không hề gato .....
3439,Fear,chỉ là không có ai để nhắn thì mới nhắn cho mình . công nhận nguy hiểm
3440,Other,tau cố gắng chỉ được từng này 😦😦
3441,Anger,tội này nên cho đi tù cả lũ đi người mình hại người mình 😡
3442,Disgust,thằng này cục súc vãi
3443,Enjoyment,nhỏ ngầu lớn lên nhìn bê đi =)))
3444,Disgust,thằng lái tàu mua bằng .. con ông cháu cha mới xin vào đây được .... bẻ lái lách ra 1 chút thì có sao đâu ... cục súc vãi ....
3445,Sadness,tối nay chồng tương lai sẽ đưa con khác đi chơi 😆😆😆
3446,Sadness,hôm nay đi qua vẫn thấy nói chuyện thải chảy thẳng ra sông thì bao giờ mới sạch được ... haiz
3447,Sadness,"đó là 1 câu chuyện buồn , tao không có bạn trai hix hix"
3448,Other,ở daklak nữa không xử phạt thì còn mất nhiều
3449,Enjoyment,đầu mùa chua chua ăn ngon vãi_chưởng . thích vải lắm luôn . trong khi nhà toàn nhãn .
3450,Disgust,chẳng thấm vào đâu . so với số tiền khủng kiếm được . hằng ngày mụ ta nói khoác lác vài câu .???
3451,Disgust,"tao có 4 cái ăn không tao share bớt cho , cạch mặt đứa bán hàng đi"
3452,Fear,đầu óc đến giờ vẫn còn nặng và đang né tránh mọi người .
3453,Enjoyment,chuyên cơ tt quá đẹp ! bao giờ má mua được chiêc như vâ ̀ y trơi ̀ !!
3454,Anger,bó tay . lại khiển trách . rút kinh nghiệm
3455,Enjoyment,điên khùng . nhưng hahahah . nhiều tiền quá mạ ơi
3456,Sadness,một nỗi buồn thầm lặng
3457,Enjoyment,béo tí đáng yêu mà =))
3458,Other,tag cái đứa bạn nghĩ nó nên gia nhập hội này ;)
3459,Other,sau này có nhắn tin thì không phải là chào em mà là chào mọi người
3460,Disgust,tài liệu mật mà mày cũng biết à 😆 max xạo lờ
3461,Surprise,ổng múa đẹp thiệt chứ bộ .
3462,Other,per anh có định quát mắng em không
3463,Surprise,"má ơi , coi đến fire tưởng quảng cáo rạp chiếu phim , đến cuối té ra là mái nhà =))"
3464,Sadness,ra chỗ khác sóng không tới viết đi cậu :((( nhìn buồn vãi
3465,Fear,rơi mất tim . nguy hiểm thiệt ^^
3466,Fear,"hồi nhỏ thì tao bị cả bầy dí , được fine :)))))) đến khi tao 12 và đi học đh năm nhất , sau 1 tháng xa nhà , về nhà và cái kết là tao không còn bước ra khỏi cửa nữa , n dí everywhere :)))))))"
3467,Enjoyment,per ngồi ôm bụng cười và liên tưởng đến nhiều nhân vật
3468,Fear,ko sợ gì chỉ sợ con ml ý 😞
3469,Enjoyment,cảm thấy bạn trai tớ giận dỗi đáng yêu cực
3470,Other,ủa xưng mày tao thì có vấn đề gì nhễ
3471,Disgust,"toàn xử ép , đi tù gần được 7 năm rồi đền người ta 200 triệu . thời gian tuổi trẻ của con người rẻ mạt quâ"
3472,Fear,thứ mà dễ dàng qa cũng nguy hiểm
3473,Enjoyment,"đúng vại , với ai nó cũng tỏ ra như thế . hihi 😂"
3474,Enjoyment,với mình đoạn mấy thằng đỡ đẻ là hay nhất
3475,Other,nhà em có tính lắp không per
3476,Disgust,gái đĩ già mồm
3477,Sadness,thương em :(
3478,Other,sáu múi đâu rồi
3479,Enjoyment,đậu phộng hahhahah may hềy
3480,Other,nó ở cái tầm vũ trụ chuẩn mẹ rồi
3481,Disgust,đổ vỏ chắc luôn 😌
3482,Disgust,cô ấy còn không thèm coi tin nhắn của tao :((
3483,Enjoyment,hạnh phúc phát khóc
3484,Surprise,per tụi này bản lĩnh ghê .
3485,Disgust,mai thi xong tao sẽ mang đống đề cương đi bán cho đỡ ghét
3486,Other,dự là sắp có án mạng xảy ra 😂
3487,Other,phòng gì vậy .
3488,Disgust,"hai đứa đều có máu ở tay , mù à mà không nhìn thấy 😒"
3489,Fear,thằng nào sửa xe này dễ đau tim mà chết lắm . :)). nhất là những thằng sợ rắn .
3490,Other,đó cứ có phải trông giàu sang phú quý là sẽ sòng phẳng đâu
3491,Surprise,sao đũy đó có thể mập được vậy nhỉ
3492,Sadness,lại công cốc rồi . cả thế giới kì vọng
3493,Enjoyment,tao tưởng tượng sau này sẽ có 1 thằng bồ vừa điên vừa ngáo giống tao .. chắc vui hết sảy 🤣
3494,Enjoyment,ai hát tao cho tao nge bài này chắc tao say quá
3495,Enjoyment,cách tốt nhất là đứng lên và chọn 1 nơi khác để tìm 1 thứ tốt đẹp hơn và dễ viết hơn :))
3496,Other,lập đội cảnh sat chuyên đi dẹp những nơi tụ tập như thế
3497,Enjoyment,tao ngự ở trong uống nước cho nhàn thân rồi
3498,Disgust,nếu bạn kinh doanh mà tôi đỗ xe trước cửa nhà bạn cả buổi thì đường của ai nhỉ
3499,Other,per thuê kiểm kê tài sản do toà án làm bạn ơi . 😂 cả 1 nùi người làm cật lực đấy .
3500,Enjoyment,yêu quá ! xinh quá ??????
3501,Other,ước mơ làm ngành thật đam mê
3502,Sadness,câu chuyện của em làm anh cảm động quá …
3503,Enjoyment,êu ơi sao con mụ này không gặp mình nhờ :))) ước gì có con mụ thế này tông vào mình ý :)))) klq mà giọng bé quay video đáng yêu thế ❤️
3504,Disgust,thề dume đứa nào nghĩ ra cái đoạn kết như kiểu hết phim như này nhàm vãi ra . đang hay thì tụt hứng
3505,Anger,ko như thằng per năm ấy ngồi cạnh tao một hai không cho chép bài thi ! đm
3506,Enjoyment,tuổi gì so với anh ! :) haha
3507,Sadness,"nó gieo cho tao mầm hi vọng , hi vọng vừa chớm nở nó đạp xẹp lép sự hi vọng bằg sự lặng im"
3508,Anger,bỏ tù hết lũ xả thải như thế này đi
3509,Enjoyment,chữ tao từ lớp 3 đã kiểu như thế nào và còn đẹp hơn nhé .
3510,Fear,dume nó hết con mẹ nó hồn ....😭😭😭😭
3511,Enjoyment,14 / 2 năm ngoái tao mọc sừng . nên 14 / 2 năm nay tao quyết định cưa sừng 😊
3512,Enjoyment,đm trí tuệ vãi
3513,Sadness,thấy tội em thỏ bị ăn đòn tới tấp
3514,Enjoyment,một bài dịch hay
3515,Enjoyment,giọng cute phết
3516,Disgust,mày độc ác vãi
3517,Other,ở đây chúng tôi không làm thế
3518,Enjoyment,uầy . ngọt thế ??????
3519,Enjoyment,mỗi lần chào cờ :)) đậu má dth vãi :v
3520,Other,lâu quá rồi không nghe
3521,Other,sẽ được toại nguyện thôi . yên tâm .
3522,Surprise,"à , thì ra là nó dỗ mình 😂"
3523,Enjoyment,dth quá haha
3524,Other,bớt rung động đời bớt suy nghĩ
3525,Other,tóm lại gọi là nghệt thuật của kinh doanh là bán lỗ ho nhanh
3526,Disgust,"mấy thằng con nào sủa câu "" công việc thì chịu đi than cái lol "" thì dume tụi bây sau này ráng làm giàu làm chủ nha con chứ nghèo thì con cái tụi bây phải đi làm thuê làm mướn gặp hoàn cảnh tương tự rồi tụi nó quay lại chửi vô mặt cha mẹ nó là chúng mày thì nhục lắm nha con ."
3527,Enjoyment,per một thời nè 😃
3528,Fear,"má gần nhà có nuôi 1 cặp ngày nào đi ngang nó nhìn thấy nó quay đầu bỏ chạy , con gì mà dữ thấy mẹ hà"
3529,Disgust,cái kết hay nhất là đuổi khỏi dòng họ tiếp theo nhàm quá
3530,Sadness,định share mà đọc bình luận tắt con mẹ nó cảm xúc :(((((
3531,Other,thật là một sự mỉa mai
3532,Sadness,tao đang cố un crush nhưng khi xem xong video trên thì ..........( khóc không ra nước mắt )
3533,Enjoyment,lúc mày vui thì sao :))) những lúc buồn hãy nghĩ lại trước kia vui sướng !
3534,Other,anh ơi :3 hôm nay em thích anh chơi game và đi ngủ sớm đấy :3 đừng đi chơi với gái :<
3535,Disgust,ai ngu như mày
3536,Enjoyment,per bị phạt 10tr à c 🤣🤣
3537,Enjoyment,xem mấy lần rồi vẫn thấy hay
3538,Enjoyment,đơn giản mà mấy ai làm được .... ngưỡng mộ
3539,Enjoyment,hạnh phúc ghê
3540,Disgust,vớ vẩn :))))
3541,Enjoyment,nt thêm cái dạ vâng thấy quý vãi
3542,Sadness,:) đàn ông mà nặng tình vãi lol ra
3543,Disgust,loài vật đang dần dần có trí khôn và hành động như một con người còn một số người thì đang tiến hóa ngược :v
3544,Disgust,khiếp quá có đẹp đẽ gì đâu chứ ?
3545,Sadness,"dù chỉ để nhìn 1 cái , để biết người ấy vẫn ổn , người ấy còn tồn tại . ít nhất là nv 😔"
3546,Other,biết đâu mưa xuống ổng ấy lại hết ngáo ??????
3547,Sadness,"phải chi có ai đối với tao như này ha . nghĩ lại , mình không bằng cả chó . aiyo ...."
3548,Fear,tao mà ở đây là sợ rụng trứng luôn chứ đừng nói ăn
3549,Enjoyment,tao rất thích nhạc trung từ giai điệu đến ý nghĩa rất hay 😁😁😁
3550,Anger,"đứng nhất tại trừ phí nhiều chứ khỉ gì . mới lãnh lương xong là trừ , không đki dịch vụ gì hết mà tháng nào cũng trừ , tới lúc cần giải quyết ra đợi cả buổi , rồi lại hẹn cả tuần ."
3551,Sadness,làm phục vụ xong 4 tháng đi hà nội 1 lần chỉ để gặp người yêu xong giờ thì mới biết là nó cắm nguyên cây sừng lên đầu mình
3552,Anger,thế con lồn chủ nhiệm kia đéo có trách nhiệm gì nữa à :/ giáo viên mà sao nghĩ ngắn thế ?
3553,Enjoyment,trong khi đó lũ con trai lớp tao mỗi lần cắt tóc xong là một vở kịch mới được mở màn :vv
3554,Enjoyment,"chúg mày cứ bảo nhắn thêm , tao thấy mày nhắn chữ dạ vâng là đã thấy đáng yêu rồi :)))"
3555,Disgust,con đũy ngổng ngáo
3556,Disgust,add xem ảnh ngoài đời chưa mà nói dume
3557,Sadness,có người sinh ra đã giàu có người làm cực khổ cũng không thể giàu . thương ông
3558,Surprise,cho hỏi ngu tí là tiền bồi thươ ̀ người mấy vụ án oan lấy ra từ đâu vậy ??
3559,Sadness,tên thì tất nhiên nhớ nhưng ngày sinh của tao thì ông bà bô nhà tao không một ai nhớ cả ^^
3560,Enjoyment,câu chuyện vui ha =]]
3561,Surprise,sao em này lại xinh vậy ?
3562,Enjoyment,đáng yêu mà sợ gì
3563,Other,không hiểu lắm
3564,Disgust,"tao chả thấy cười ở cái đoạn buồi nào cả , sắp đến đoạn hay tí lại ngắt cmnl"
3565,Enjoyment,chúc trump chuyến bay thật may mắn nhớ tới thăm hà nội nhé xin chào
3566,Fear,"gặp tao , tao ré cái hoảng mất :(( đáng sợ qué"
3567,Other,có đứa nào giống tao vào đọc bình luận để biết cái này là cái gì không .?
3568,Disgust,"này hai đứa , đã đi niềng răng chưa , chưa thì đi niềng đi rồi quay lại nhé nhởn ra cười như hai đứa thần kinh nhé"
3569,Other,"sai nhé ! không phải trầm cảm đâu . thứ đó , kinh khủng hơn rất nhiều"
3570,Other,lò bếp dầu một thời nè gì per
3571,Enjoyment,khi nhỏ còn bị nghiện mùi khói này nữa chớ . 😄
3572,Enjoyment,lâu lắm rồi mới nghe lại bài này 😀
3573,Enjoyment,phim này xem rồi ý nghĩa vài
3574,Other,khi đang xây cầu mà bị rút bớt kinh phí !
3575,Enjoyment,ít nhất con nhện nó còn yêu mày 🙂🙂🙂
3576,Anger,tao bẻ cổ mày luôn ấy
3577,Disgust,"đm 3 tiếng đi được 20m , đéo biết bao giờ mới về đến nhà"
3578,Disgust,dell hiểu phí cái con cặc gì =))) cái tỷ lệ mặt này .
3579,Other,mày chặt một tay đi cho dễ nhớ
3580,Sadness,khoảng gần chục năm về trước thì còn vàng trắng .... giờ thì bán còn không đủ không đủ để trả công nữa là
